Timestamp,Depth (ft),ROP (ft/hr),WOB (klbf),Torque (ft-lbs),RPM,Standpipe Pressure (psi),Mud Flow Rate (gpm),Hook Load (klbf),Mud Density (ppg),Gas Detection (ppm)
00:00:58,9,60.293736103240725,27.18724056509309,1812.6199707245976,139,3091.230145323695,590.4204918614495,250.12812672728973,11.45943030820114,34.41395223317748
00:05:58,21,36.35588351755538,33.300624316228465,1999.5810587900864,128,2756.783141501204,667.244618891443,365.5393626614919,9.117396345345796,40.284447901027534
00:10:58,26,79.9103991381672,21.025589378400053,2436.719542558806,135,2597.517844264462,391.8818070558231,444.9691386168345,11.17160949270843,40.76135704136074
00:15:58,31,42.11899933892677,16.446356853454233,1303.245475285724,121,4144.140787876904,536.7251232954902,269.4325593309485,8.812482261780449,48.09961142651945
00:20:58,37,52.35203174417445,24.421751272896696,1903.6923863829263,142,2983.442015036967,304.08871435484,285.81724632910925,11.325289820926493,11.8425307404106
00:25:58,43,32.65235354453105,21.221225238025085,2321.125226354515,89,3611.308517392793,530.3576169124187,198.32813252710827,10.487012566669666,29.92419315067636
00:30:58,49,60.9959185540764,25.501396087773355,2887.2646878524515,139,2478.0602336485467,493.9300561199933,429.0789487045396,9.101466080068532,24.851183076385308
00:35:58,56,26.401576772852334,13.569397005529796,1880.544387873402,108,4424.731862219976,512.0756071946681,459.2781568828456,9.265326957623692,7.367656621259555
00:40:58,61,31.71887024445533,20.385796706503893,2760.488355136625,143,2583.465840968627,392.92635872344624,385.77801108620986,9.697677754723662,32.52589798988166
00:45:58,74,71.08719993297979,32.578899931071554,1853.1896166154595,87,4047.635577207858,635.6440747417253,360.868774394155,12.4359362916577,17.98455257566374
00:50:58,83,21.764173669133427,29.62795799241182,1070.4478890142095,68,3625.2164904065366,664.3952699278063,430.4484527936502,11.639576809853107,40.46980054715373
00:55:58,88,40.44709852789772,34.14655085470104,2071.748493390472,59,2156.3418934215338,367.038750721088,231.81802902329744,9.664949533264837,32.468328758750275
01:00:58,100,52.16520732433881,23.542782132948187,1456.4396221842503,84,2489.781213864316,653.4553066515687,461.8955093681689,11.18068069590806,3.6614986218484855
01:05:58,111,45.6987910631652,41.1713883686636,1628.466455760674,107,3650.9899204614526,666.8519229277761,247.324771571691,10.039496829321154,6.775122381887772
01:10:58,118,40.62044538648297,44.38782223253908,1089.4109406176842,56,2942.430013528564,334.2845741381026,128.65208805128435,9.453185015997354,7.513727326590813
01:15:58,124,74.40238958564774,36.52384256531472,2623.8219089882487,94,3070.8878072315374,621.1533533935524,162.8253790196528,9.801944954516348,12.403804259637658
01:20:58,132,74.5820935886613,33.56065986744078,1493.6121272632863,128,2450.018398474872,507.5976202933268,161.8476530915557,10.625844314132843,30.71800227279753
01:25:58,143,54.333627091984,25.163705804222783,2082.7183297050738,61,3501.566206378675,618.1193265809608,224.79459579307385,10.737212016321203,38.70475008636055
01:30:58,156,72.26514465535168,11.37190432314358,2832.258562691893,128,2131.75682540321,618.2702905061476,254.270839765706,9.79756062647659,35.717782550338185
01:35:58,166,72.92973727892306,47.59414424009292,1898.5955263117423,131,3372.7765639820664,448.8580432062703,396.6666665814912,11.709193613297147,44.427602347041336
01:40:58,176,32.31359783305228,22.63001425857942,1093.0467844673517,68,3024.6540130810613,372.7012320673171,297.1979207403698,11.398936182757208,29.474487662501268
01:45:58,181,67.57611528683701,37.70614392840265,1001.7850557240728,62,4154.845256120601,656.7048577011356,284.58181349989366,11.12020557626187,42.5524674392869
01:50:58,192,21.124850882729152,32.8851896045215,608.4949974909355,134,3844.875853968048,534.6166219358887,208.548295553589,9.86039053975164,35.06632059412598
01:55:58,197,40.51722438043487,29.60660084403714,1839.258699028508,60,2387.8648245860995,565.6435171403288,103.7512584147045,12.108086826203854,22.85734374271344
02:00:58,209,34.73527173123503,23.114798608994,1972.4877779544336,142,3618.0795314926936,519.7631956874365,441.6346734460836,11.332734847542532,3.3325681696009912
02:05:58,216,56.01633364149836,38.72155255544865,893.9380596799724,72,3886.731225266219,553.1668495356375,388.67903341873335,11.288866413525009,6.449358393947663
02:10:58,227,29.2610059630194,46.33459962439663,865.1578377085132,103,2011.616581046054,536.5917850034083,104.29135548768572,9.810389511257496,19.205220763144887
02:15:58,239,46.61825775568028,24.31887915237125,1837.1744105738856,94,2511.124676207341,501.8989781365768,272.77092031683526,9.84686174230665,12.928743358936162
02:20:58,250,21.83521757803021,33.50004298923865,1916.0261463411605,101,4375.280772536442,360.85299383226817,157.870151599353,9.565928783647662,38.83626000591987
02:25:58,257,31.204399621150102,19.4716177386176,1120.6338806797223,55,3675.949550728399,413.6088171287584,447.5189138963576,12.213812431240823,45.786932986732765
02:30:58,266,54.79154177432647,47.21092825658633,1244.9422208274782,96,2735.918257538852,657.126717853335,122.00451124209222,11.852277576747545,0.7756785969760871
02:35:58,271,79.22190661266328,10.392702557241144,2652.4378619116646,65,2575.901218576342,448.85441111000944,260.3436880014273,12.0390512606184,24.33150210948998
02:40:58,282,66.38792661255462,10.437893949219802,1968.2085033474784,57,4391.569446718015,617.2478974803464,136.54994650439085,10.511364022842198,15.83585287410737
02:45:58,296,25.14132875459772,25.569478886374245,1219.409064223305,88,3207.024889753074,664.9143749196821,199.12408892055697,10.354856738365465,34.45522043277061
02:50:58,310,59.68180183299228,48.01819068865817,2018.387331104512,54,3204.606428216972,455.7093383113828,441.856336705137,8.64437946512721,18.719885999526458
