Timestamp,Depth (ft),ROP (ft/hr),WOB (klbf),Torque (ft-lbs),RPM,Standpipe Pressure (psi),Mud Flow Rate (gpm),Hook Load (klbf),Mud Density (ppg),Gas Detection (ppm)
00:00:58,46.38145695393963,103.84857082215714,28.280205662500233,4602.199488895563,192.84815479103685,5724.38040713547,814.8292576226081,602.9138540707539,12.229890925512247,117.61821606532148
00:05:58,101.99319060996717,42.89558323900904,52.67592033846973,2741.8111665122383,113.84141871207143,4330.001670174428,645.028811333535,172.96342292579425,14.823103132942252,13.31822950481258
00:10:58,197.15048871985516,101.6321944523847,40.97962913240427,2664.213023251921,144.64625176421882,4575.348462228118,473.44417602255675,411.51096500953696,13.53647161140958,98.98602594275852
00:15:58,265.76728738028385,94.35245713363653,59.45945654587618,1991.148221578858,147.4605632809425,6327.49524796006,369.8458769387955,373.67280446387286,13.210022829079284,51.02726880208242
00:20:58,309.9495420521341,37.39453249193909,28.36502479407435,4637.491586214881,100.94826396241203,6480.975561815032,690.4697740403494,282.8324143890526,16.702185138665918,104.4652314727844
00:25:58,396.32341370706445,113.05580094364359,23.795377260182224,3676.7788408546144,159.40886826562055,3310.0567072233466,392.032953403236,263.8673450456906,10.160259619904304,102.76647973127417
00:30:58,441.62834746585816,45.456932809640335,40.40251232935778,1338.2705752921147,111.94818424522812,3052.4871929923156,421.6539487599732,190.50143673430478,13.692413995486246,89.81634159063263
00:35:58,472.9221699077809,50.81396580750053,51.45102936573052,4410.146694338897,194.9869216808047,4684.239479974771,867.6666009095132,388.341604277485,15.94311949909178,52.84122271070506
00:40:58,503.14241791746133,103.89422575501541,11.763889702696975,5856.832047975097,164.18460830079846,6333.341410975738,264.1890567328545,210.6394586245255,15.298669956605213,14.216768579487074
00:45:58,578.2809962199327,106.01426523234828,27.203493872700406,3290.9031210839353,157.12338578678742,5292.494829861344,625.7303802016339,572.0795647164492,11.119668479411882,75.1974113030571
00:50:58,615.0923163710947,23.323762841521216,35.573695548364924,4230.657944870711,163.31055627944104,6408.069016848427,529.7299325185647,513.6247448185705,11.67153999952518,103.47351722355536
00:55:58,713.4102172361179,33.04037208118509,20.003472594744842,4350.0043319529905,97.56350264107881,6039.196834681277,704.4705235324423,540.4402377608957,13.319276826469466,78.25380693151557
01:00:58,745.2688749168718,78.5272989298163,38.872633864152505,3087.3599824215985,150.6772005575316,6013.046010342758,616.6634304161091,377.1952297598243,11.10779615591347,41.72131778894242
01:05:58,792.1773872751567,87.58842328731988,39.96815586130357,2992.6214767590054,143.04028634341003,5491.41363247885,537.3738382084277,571.5547169480337,15.57082146251398,37.20737844265792
01:10:58,860.0653554238091,33.92893332074936,25.540221708512952,1059.8255448129314,117.38645021691073,3954.9590557481724,389.6681204903621,506.60301736484206,14.438999468292582,27.659733532608865
01:15:58,904.9023525753776,65.92484070028222,53.443037338026066,5930.865032157947,92.11404163618968,6392.526912930005,276.1633343025398,203.02918675461277,9.924687564798177,113.54013942354482
01:20:58,941.1702768377552,112.19621767536907,55.27425018914169,3164.2396925026565,148.56448738324903,3345.177583661385,622.15211674439,500.5949921709783,10.278361591404582,105.34646963414569
01:25:58,1007.5868841210506,83.89336565689484,39.590756099127184,1651.679536612025,103.28644803379002,6468.910542698577,892.6572711704272,348.05998471463704,15.669145198107838,95.49976820470094
01:30:58,1060.7911660939642,37.34170726812806,13.047830970058612,4530.63258104134,181.6537524340499,5046.391369286154,532.5168175874587,668.5749563180444,9.802557789974157,42.01905593068591
