Timestamp,Depth (ft),ROP (ft/hr),WOB (klbf),Torque (ft-lbs),RPM,Standpipe Pressure (psi),Mud Flow Rate (gpm),Hook Load (klbf),Mud Density (ppg),Gas Detection (ppm)
00:00:58,55.6845756245807,285.50136599720463,40.54621447982112,6621.971904667091,158.6308458057945,4298.130092564721,807.9028797444698,627.0096071003259,15.562146139170714,100.52252081903892
00:05:58,199.28380009998608,101.97817064354405,75.57168835493655,4134.870028254109,214.01070012602264,3467.543277100992,1084.3936955010802,714.7444070483858,10.129566906553702,13.191624720250866
00:10:58,259.5451519203559,132.88839330817132,22.803654689839817,3582.0072267982277,208.9583840018458,3696.6873500258116,667.7975228965661,545.6263742261306,13.235064230238212,29.946726692723836
00:15:58,370.88111476510034,143.06457089867274,57.88101489521943,3670.3798654332963,130.49108454137607,5871.270643978547,302.1215301448625,763.2416872259734,12.626569598650674,12.872333338297176
00:20:58,498.31052460128853,67.90767999585377,36.85237518231513,1535.568789522775,181.93920048472683,4940.3577513173095,995.3883668213184,483.3935395308515,11.519292234331138,107.57899617371419
00:25:58,561.1383043238847,183.4331667452036,56.48446977764369,4246.728192856004,126.45310891290659,4601.595879622888,491.7356107942908,705.859146026238,11.861100347828978,98.21211256000018
00:30:58,652.4393480432092,137.50240665731036,72.62820663035117,2041.0872069530408,215.1562351580261,3692.996307043658,322.39382170118483,643.1953768005217,12.453766277294742,135.85754951763545
00:35:58,793.4536340135904,96.83514791213011,37.80895136049073,1497.6363319709742,114.2168676452603,3527.7442946496667,688.5560286253301,680.3603688644394,15.641177033365356,38.83450114397
00:40:58,926.3189100342672,183.2842966419219,68.13992853874268,1570.6682854591795,195.08033854918597,4262.087421181652,835.0806034547926,433.61554873703085,10.75093766263358,48.3666808025589
00:45:58,1060.0700528008538,118.80072299243295,22.36206515915284,1738.504347355904,194.67241833308728,4359.550904743604,655.579602211166,774.0338736976794,12.60544416413196,145.75609428018277
00:50:58,1163.7893697492827,67.65700100796386,13.653412594647989,5539.7325288499715,240.48000929614074,3481.2855706093815,518.7035281756314,359.6498799111971,10.983297788959483,113.83392321730722
00:55:58,1241.2915985398104,266.7578187818823,65.63093974996906,2512.320112181822,204.4051982669489,5215.378013793848,1056.8733051738686,247.84708637984437,13.701508389132858,140.7226667334203
01:00:58,1324.949831125127,62.00189579119804,53.166042988483966,2643.4081422715685,198.1565861613933,3194.8231958901906,382.27037428417634,550.0764176206038,14.628559821294601,45.00808613575465
01:05:58,1391.2445398885245,150.68871540613895,64.13255631292976,6630.627030329652,100.87955108560355,5190.118115755031,435.82614990858895,704.4717047837329,14.229998671212659,87.8781202823143
01:10:58,1531.5753058632686,167.951836815398,15.99651902999399,1855.3330326936775,208.2418109457225,6351.6586484736345,947.8625124068141,678.3649267426172,12.074145787497232,81.68717402563561
01:15:58,1593.047036724752,155.33688558330783,28.529568304202723,1108.8395303676473,236.73810109300314,2722.867045809928,341.9950097340175,277.9115608630116,11.497355861091346,122.3336439135831
01:20:58,1738.5842364243929,82.04969500112952,52.81460204573183,2309.3221698086763,170.74030789853458,4617.711451819527,1053.6921618331744,436.4406665607537,12.412276210243,120.93250282599526
01:25:58,1876.7182522016356,256.52312474528264,24.58011009894347,1196.520027783017,173.71187249852017,6162.448650323254,852.6408385771729,373.24291700892223,14.28827506351623,110.2778177852573
01:30:58,2012.127245094381,109.19038588376463,66.68960934774604,4956.314927965488,153.50869556442922,4276.066438951286,958.2420027303914,646.803407314077,12.225407084195508,48.07802414074824
01:35:58,2145.6267418088273,243.6293138263694,35.08034322726661,6637.1706048295355,183.61136069269654,6150.886971483837,728.3503109787869,704.1662614204029,15.10226096355214,14.782160123486104
01:40:58,2207.523865356987,129.19843993528264,57.932044912919196,4927.866952397675,191.3229249255353,2807.528614569636,456.65515836822146,207.06989727339013,10.796444746391497,22.566783577992762
01:45:58,2299.5327580633643,119.59654829586917,62.637286224800334,3793.3325084747335,220.2519059453648,4121.333045322658,1117.468319361562,530.2402172939544,11.571411676977506,26.838172205284327
01:50:58,2404.353599402441,234.2566903439921,50.64820364246731,1543.5409055134453,112.16224431975753,4094.6302640848553,798.4883619077066,227.78734279423477,13.12158747464555,32.08573210425435
01:55:58,2546.571843666621,136.084025950939,68.67367558502926,4890.938368598823,100.57876167304173,3635.6629214529125,999.1918520589886,200.93395164302996,11.12324281949654,21.378507457690983
02:00:58,2613.2449328998127,69.8618342676162,66.81642422183742,6458.411700948247,177.54528152435745,4533.465182059237,1031.2272453564747,732.9831846634125,14.529142552715912,12.794328419740886
02:05:58,2728.1295625965504,219.31053926945614,22.265239190139965,4246.119101020543,139.99658934162971,6998.521486055248,344.75020859601364,344.9115581264333,12.847740091048953,40.5398156406644
02:10:58,2853.565412063857,284.5020060498651,70.04017521987578,3401.3004624002906,243.54624771116286,6039.659626979874,487.32095293592454,749.0046419951786,15.939960692218353,101.33417114423594
02:15:58,2921.944353752554,131.96175385674937,48.32623262982769,6490.738988898561,197.38740636051492,6930.295129453554,433.0857200236097,681.9163458321525,14.294230266481778,95.42766219261374
02:20:58,3036.066412857872,231.00495103368058,25.54279198955027,3877.112120660373,120.29642940477308,3645.327284475271,1089.494026612163,653.9083316785659,11.365596741596798,146.888821123291
02:25:58,3151.3925369468648,284.9494739984274,64.70174263513427,6082.585217691989,214.94099027875393,3135.9998153139295,1011.3647698129262,271.43030598376174,14.449646443357956,87.33581000645417
02:30:58,3284.931157814362,253.37787065989997,26.683388749466154,5522.275619942999,245.10407457844173,5105.024083100037,949.8782286670227,304.2143123410525,12.515319387675211,118.8030962634192
02:35:58,3396.4349772555875,298.7995063056231,21.789759372001985,6422.27855777199,106.22009374415937,3021.15797162271,799.0467240402427,396.0730416321835,14.447359623618874,47.019841657901885
02:40:58,3492.1014838027877,132.72120453731657,70.95105477360804,4094.037781382476,132.4704462886683,6317.452709728712,723.8702092978615,586.01754445861,13.131171252343103,100.82957526889138
02:45:58,3565.8103964979073,249.18307619421873,47.978370642972486,5390.999119120287,144.05744788628397,6975.430805582398,901.4632192986326,717.7635767250532,14.564692256197302,78.00474730454431
02:50:58,3619.7280804364973,118.64217394678607,17.17816149763913,1752.8969656659776,217.73687820163912,6583.425661684005,732.3705640642977,365.36213490237435,9.909155148381942,105.94408575570338
02:55:58,3762.1898521683174,221.35951908532175,24.69964324665336,4750.9290745952085,177.75638860698456,4813.124319984422,1051.742237786154,429.0489689507772,9.47329734201323,14.354532944359805
03:00:58,3904.2421202350565,209.18289118189378,58.936228280613314,4018.4955960481516,231.02965222614708,5211.597267916946,598.9415056180328,610.960765810988,12.841072689210304,33.948153039857296
03:05:58,3960.2314490229505,96.70346120426791,45.05871215542358,2367.8780796156843,145.29939823862338,4462.328444426208,1034.8254885283297,386.1142047458734,10.867291362287634,52.69102046005312
